BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	sex	Sample_Name	ENA-FIRST-PUBLIC (run)	ENA-LAST-UPDATE (run)	INSDC_center_alias	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	SRA_accession	Title	Alias	ENA_CHECKLIST	use_species
PRJEB1254	ERR303341	WGS	200	4684295600	SAMEA1920091	3330596291	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX276682	Illumina HiSeq 2000	6813853	PAIRED	RANDOM	GENOMIC	Astatotilapia_calliptera	ILLUMINA	2013-07-07T00:00:00Z	SAMEA1920091	ERP002088	missing	ERS208874	2013-06-20	2018-11-16	SC	Wellcome Sanger Institute	2013-06-20T17:01:55Z	2018-03-08T16:14:32Z	public	ERS208874	Astatotilapia calliptera	Astatotilapia_calliptera__Salima___offspring_-sc-2013-01-28T12:01:11Z-1530719	NA	1
PRJEB1254	ERR303348	WGS	200	5066808600	SAMEA1920092	3556824047	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX276689	Illumina HiSeq 2000	6813829	PAIRED	RANDOM	GENOMIC	Astatotilapia_calliptera	ILLUMINA	2013-07-07T00:00:00Z	SAMEA1920092	ERP002088	missing	ERS208872	2013-06-20	2018-11-16	SC	Wellcome Sanger Institute	2013-06-20T17:01:55Z	2018-03-08T16:14:31Z	public	ERS208872	Astatotilapia calliptera	Astatotilapia_calliptera__Salima___father_-sc-2013-01-28T12:01:07Z-1530717	NA	1
PRJEB1254	ERR303349	WGS	200	4842671400	SAMEA1920090	3409218417	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX276690	Illumina HiSeq 2000	6813841	PAIRED	RANDOM	GENOMIC	Astatotilapia_calliptera	ILLUMINA	2013-07-07T00:00:00Z	SAMEA1920090	ERP002088	missing	ERS208873	2013-06-20	2018-11-16	SC	Wellcome Sanger Institute	2013-06-20T17:01:55Z	2018-03-08T16:14:25Z	public	ERS208873	Astatotilapia calliptera	Astatotilapia_calliptera__Salima___mother_-sc-2013-01-28T12:01:10Z-1530718	NA	1
PRJEB1254	ERR303350	WGS	200	4696740400	SAMEA1920091	3308480266	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX276691	Illumina HiSeq 2000	6813853	PAIRED	RANDOM	GENOMIC	Astatotilapia_calliptera	ILLUMINA	2013-07-07T00:00:00Z	SAMEA1920091	ERP002088	missing	ERS208874	2013-06-20	2018-11-16	SC	Wellcome Sanger Institute	2013-06-20T17:01:55Z	2018-03-08T16:14:32Z	public	ERS208874	Astatotilapia calliptera	Astatotilapia_calliptera__Salima___offspring_-sc-2013-01-28T12:01:11Z-1530719	NA	1
PRJEB1254	ERR303357	WGS	200	5059458000	SAMEA1920092	3558896966	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX276698	Illumina HiSeq 2000	6813829	PAIRED	RANDOM	GENOMIC	Astatotilapia_calliptera	ILLUMINA	2013-07-07T00:00:00Z	SAMEA1920092	ERP002088	missing	ERS208872	2013-06-20	2018-11-16	SC	Wellcome Sanger Institute	2013-06-20T17:01:55Z	2018-03-08T16:14:31Z	public	ERS208872	Astatotilapia calliptera	Astatotilapia_calliptera__Salima___father_-sc-2013-01-28T12:01:07Z-1530717	NA	1
PRJEB1254	ERR303358	WGS	200	4837217600	SAMEA1920090	3411859260	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX276699	Illumina HiSeq 2000	6813841	PAIRED	RANDOM	GENOMIC	Astatotilapia_calliptera	ILLUMINA	2013-07-07T00:00:00Z	SAMEA1920090	ERP002088	missing	ERS208873	2013-06-20	2018-11-16	SC	Wellcome Sanger Institute	2013-06-20T17:01:55Z	2018-03-08T16:14:25Z	public	ERS208873	Astatotilapia calliptera	Astatotilapia_calliptera__Salima___mother_-sc-2013-01-28T12:01:10Z-1530718	NA	1
PRJEB1254	ERR303359	WGS	200	4691376000	SAMEA1920091	3310914242	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX276700	Illumina HiSeq 2000	6813853	PAIRED	RANDOM	GENOMIC	Astatotilapia_calliptera	ILLUMINA	2013-07-07T00:00:00Z	SAMEA1920091	ERP002088	missing	ERS208874	2013-06-20	2018-11-16	SC	Wellcome Sanger Institute	2013-06-20T17:01:55Z	2018-03-08T16:14:32Z	public	ERS208874	Astatotilapia calliptera	Astatotilapia_calliptera__Salima___offspring_-sc-2013-01-28T12:01:11Z-1530719	NA	1
PRJEB1254	ERR303366	WGS	200	5067171800	SAMEA1920092	3591733006	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX276707	Illumina HiSeq 2000	6813829	PAIRED	RANDOM	GENOMIC	Astatotilapia_calliptera	ILLUMINA	2013-07-07T00:00:00Z	SAMEA1920092	ERP002088	missing	ERS208872	2013-06-20	2018-11-16	SC	Wellcome Sanger Institute	2013-06-20T17:01:55Z	2018-03-08T16:14:31Z	public	ERS208872	Astatotilapia calliptera	Astatotilapia_calliptera__Salima___father_-sc-2013-01-28T12:01:07Z-1530717	NA	1
PRJEB1254	ERR303367	WGS	200	4845001200	SAMEA1920090	3443610980	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX276708	Illumina HiSeq 2000	6813841	PAIRED	RANDOM	GENOMIC	Astatotilapia_calliptera	ILLUMINA	2013-07-07T00:00:00Z	SAMEA1920090	ERP002088	missing	ERS208873	2013-06-20	2018-11-16	SC	Wellcome Sanger Institute	2013-06-20T17:01:55Z	2018-03-08T16:14:25Z	public	ERS208873	Astatotilapia calliptera	Astatotilapia_calliptera__Salima___mother_-sc-2013-01-28T12:01:10Z-1530718	NA	1
PRJEB1254	ERR303368	WGS	200	4699082200	SAMEA1920091	3342060062	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX276709	Illumina HiSeq 2000	6813853	PAIRED	RANDOM	GENOMIC	Astatotilapia_calliptera	ILLUMINA	2013-07-07T00:00:00Z	SAMEA1920091	ERP002088	missing	ERS208874	2013-06-20	2018-11-16	SC	Wellcome Sanger Institute	2013-06-20T17:01:55Z	2018-03-08T16:14:32Z	public	ERS208874	Astatotilapia calliptera	Astatotilapia_calliptera__Salima___offspring_-sc-2013-01-28T12:01:11Z-1530719	NA	1
PRJEB1254	ERR303375	WGS	200	5065943000	SAMEA1920092	3567512458	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX276716	Illumina HiSeq 2000	6813829	PAIRED	RANDOM	GENOMIC	Astatotilapia_calliptera	ILLUMINA	2013-07-07T00:00:00Z	SAMEA1920092	ERP002088	missing	ERS208872	2013-06-20	2018-11-16	SC	Wellcome Sanger Institute	2013-06-20T17:01:55Z	2018-03-08T16:14:31Z	public	ERS208872	Astatotilapia calliptera	Astatotilapia_calliptera__Salima___father_-sc-2013-01-28T12:01:07Z-1530717	NA	1
PRJEB1254	ERR303376	WGS	200	4846344000	SAMEA1920090	3422008428	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX276717	Illumina HiSeq 2000	6813841	PAIRED	RANDOM	GENOMIC	Astatotilapia_calliptera	ILLUMINA	2013-07-07T00:00:00Z	SAMEA1920090	ERP002088	missing	ERS208873	2013-06-20	2018-11-16	SC	Wellcome Sanger Institute	2013-06-20T17:01:55Z	2018-03-08T16:14:25Z	public	ERS208873	Astatotilapia calliptera	Astatotilapia_calliptera__Salima___mother_-sc-2013-01-28T12:01:10Z-1530718	NA	1
PRJEB1254	ERR303377	WGS	200	4701056600	SAMEA1920091	3321452064	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX276718	Illumina HiSeq 2000	6813853	PAIRED	RANDOM	GENOMIC	Astatotilapia_calliptera	ILLUMINA	2013-07-07T00:00:00Z	SAMEA1920091	ERP002088	missing	ERS208874	2013-06-20	2018-11-16	SC	Wellcome Sanger Institute	2013-06-20T17:01:55Z	2018-03-08T16:14:32Z	public	ERS208874	Astatotilapia calliptera	Astatotilapia_calliptera__Salima___offspring_-sc-2013-01-28T12:01:11Z-1530719	NA	1
PRJEB1254	ERR303384	WGS	200	5072781400	SAMEA1920092	3586421586	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX276725	Illumina HiSeq 2000	6813829	PAIRED	RANDOM	GENOMIC	Astatotilapia_calliptera	ILLUMINA	2013-07-07T00:00:00Z	SAMEA1920092	ERP002088	missing	ERS208872	2013-06-20	2018-11-16	SC	Wellcome Sanger Institute	2013-06-20T17:01:55Z	2018-03-08T16:14:31Z	public	ERS208872	Astatotilapia calliptera	Astatotilapia_calliptera__Salima___father_-sc-2013-01-28T12:01:07Z-1530717	NA	1
PRJEB1254	ERR303385	WGS	200	4849244800	SAMEA1920090	3437348689	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX276726	Illumina HiSeq 2000	6813841	PAIRED	RANDOM	GENOMIC	Astatotilapia_calliptera	ILLUMINA	2013-07-07T00:00:00Z	SAMEA1920090	ERP002088	missing	ERS208873	2013-06-20	2018-11-16	SC	Wellcome Sanger Institute	2013-06-20T17:01:55Z	2018-03-08T16:14:25Z	public	ERS208873	Astatotilapia calliptera	Astatotilapia_calliptera__Salima___mother_-sc-2013-01-28T12:01:10Z-1530718	NA	1
PRJEB1254	ERR303386	WGS	200	4704433800	SAMEA1920091	3336826451	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX276727	Illumina HiSeq 2000	6813853	PAIRED	RANDOM	GENOMIC	Astatotilapia_calliptera	ILLUMINA	2013-07-07T00:00:00Z	SAMEA1920091	ERP002088	missing	ERS208874	2013-06-20	2018-11-16	SC	Wellcome Sanger Institute	2013-06-20T17:01:55Z	2018-03-08T16:14:32Z	public	ERS208874	Astatotilapia calliptera	Astatotilapia_calliptera__Salima___offspring_-sc-2013-01-28T12:01:11Z-1530719	NA	1
PRJEB1254	ERR303393	WGS	200	5061144000	SAMEA1920092	3570108198	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX276734	Illumina HiSeq 2000	6813829	PAIRED	RANDOM	GENOMIC	Astatotilapia_calliptera	ILLUMINA	2013-07-07T00:00:00Z	SAMEA1920092	ERP002088	missing	ERS208872	2013-06-20	2018-11-16	SC	Wellcome Sanger Institute	2013-06-20T17:01:55Z	2018-03-08T16:14:31Z	public	ERS208872	Astatotilapia calliptera	Astatotilapia_calliptera__Salima___father_-sc-2013-01-28T12:01:07Z-1530717	NA	1
PRJEB1254	ERR303394	WGS	200	4839077200	SAMEA1920090	3422558296	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX276735	Illumina HiSeq 2000	6813841	PAIRED	RANDOM	GENOMIC	Astatotilapia_calliptera	ILLUMINA	2013-07-07T00:00:00Z	SAMEA1920090	ERP002088	missing	ERS208873	2013-06-20	2018-11-16	SC	Wellcome Sanger Institute	2013-06-20T17:01:55Z	2018-03-08T16:14:25Z	public	ERS208873	Astatotilapia calliptera	Astatotilapia_calliptera__Salima___mother_-sc-2013-01-28T12:01:10Z-1530718	NA	1
PRJEB1254	ERR303402	WGS	200	5043877800	SAMEA1920092	3595022303	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX276743	Illumina HiSeq 2000	6813829	PAIRED	RANDOM	GENOMIC	Astatotilapia_calliptera	ILLUMINA	2013-07-07T00:00:00Z	SAMEA1920092	ERP002088	missing	ERS208872	2013-06-20	2018-11-16	SC	Wellcome Sanger Institute	2013-06-20T17:01:55Z	2018-03-08T16:14:31Z	public	ERS208872	Astatotilapia calliptera	Astatotilapia_calliptera__Salima___father_-sc-2013-01-28T12:01:07Z-1530717	NA	1
PRJEB1254	ERR303403	WGS	200	4823542600	SAMEA1920090	3446960712	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX276744	Illumina HiSeq 2000	6813841	PAIRED	RANDOM	GENOMIC	Astatotilapia_calliptera	ILLUMINA	2013-07-07T00:00:00Z	SAMEA1920090	ERP002088	missing	ERS208873	2013-06-20	2018-11-16	SC	Wellcome Sanger Institute	2013-06-20T17:01:55Z	2018-03-08T16:14:25Z	public	ERS208873	Astatotilapia calliptera	Astatotilapia_calliptera__Salima___mother_-sc-2013-01-28T12:01:10Z-1530718	NA	1
PRJEB1254	ERR303404	WGS	200	4679573800	SAMEA1920091	3345904480	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX276745	Illumina HiSeq 2000	6813853	PAIRED	RANDOM	GENOMIC	Astatotilapia_calliptera	ILLUMINA	2013-07-07T00:00:00Z	SAMEA1920091	ERP002088	missing	ERS208874	2013-06-20	2018-11-16	SC	Wellcome Sanger Institute	2013-06-20T17:01:55Z	2018-03-08T16:14:32Z	public	ERS208874	Astatotilapia calliptera	Astatotilapia_calliptera__Salima___offspring_-sc-2013-01-28T12:01:11Z-1530719	NA	1
PRJEB1254	ERR299198	WGS	200	4500521800	SAMEA1904323	3254874066	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX272523	Illumina HiSeq 2000	6811013	PAIRED	RANDOM	GENOMIC	Astatotilapia_calliptera	ILLUMINA	2013-06-19T00:00:00Z	SAMEA1904323	ERP002088	missing	ERS208878	2013-06-11	2018-11-16	SC	Wellcome Sanger Institute	2013-06-04T17:00:33Z	2018-03-08T16:14:31Z	public	ERS208878	Astatotilapia calliptera	Astatotilapia_calliptera__Rovuma_-sc-2013-01-28T12:01:16Z-1530723	NA	1
PRJEB1254	ERR299199	WGS	200	4640878600	SAMEA1904327	3357416283	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX272524	Illumina HiSeq 2000	6811025	PAIRED	RANDOM	GENOMIC	Astatotilapia_calliptera	ILLUMINA	2013-06-19T00:00:00Z	SAMEA1904327	ERP002088	missing	ERS208879	2013-06-11	2018-11-16	SC	Wellcome Sanger Institute	2013-06-04T17:00:33Z	2018-03-08T16:14:25Z	public	ERS208879	Astatotilapia calliptera	Astatotilapia_calliptera__Chizumulu_-sc-2013-01-28T12:01:17Z-1530724	NA	1
