BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	sex	Sample_Name	ENA-FIRST-PUBLIC (run)	ENA-LAST-UPDATE (run)	INSDC_center_alias	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	SRA_accession	Title	Alias	ENA_CHECKLIST	use_species
PRJEB1254	ERR303355	WGS	200	4815629200	SAMEA1920097	3391111841	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX276696	Illumina HiSeq 2000	6813818	PAIRED	RANDOM	GENOMIC	Aulonocara_stuartgranti	ILLUMINA	2013-07-07T00:00:00Z	SAMEA1920097	ERP002088	missing	ERS208883	2013-06-20	2018-11-16	SC	Wellcome Sanger Institute	2013-06-20T17:01:55Z	2018-03-08T16:14:32Z	public	ERS208883	Aulonocara stuartgranti	Aulonocara_stuartgranti__Usisya___mother_-sc-2013-01-28T12:01:22Z-1530728	NA	0
PRJEB1254	ERR303356	WGS	200	4342847800	SAMEA1920098	3060128146	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX276697	Illumina HiSeq 2000	6813830	PAIRED	RANDOM	GENOMIC	Aulonocara_stuartgranti	ILLUMINA	2013-07-07T00:00:00Z	SAMEA1920098	ERP002088	missing	ERS208884	2013-06-20	2018-11-16	SC	Wellcome Sanger Institute	2013-06-20T17:01:55Z	2018-03-08T16:14:31Z	public	ERS208884	Aulonocara stuartgranti	Aulonocara_stuartgranti__Usisya___offspring_-sc-2013-01-28T12:01:23Z-1530729	NA	0
PRJEB1254	ERR303363	WGS	200	4358463200	SAMEA1920096	3069996703	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX276704	Illumina HiSeq 2000	6813806	PAIRED	RANDOM	GENOMIC	Aulonocara_stuartgranti	ILLUMINA	2013-07-07T00:00:00Z	SAMEA1920096	ERP002088	missing	ERS208882	2013-06-20	2018-11-16	SC	Wellcome Sanger Institute	2013-06-20T17:01:55Z	2018-03-08T16:14:25Z	public	ERS208882	Aulonocara stuartgranti	Aulonocara_stuartgranti__Usisya___father_-sc-2013-01-28T12:01:21Z-1530727	NA	0
PRJEB1254	ERR303364	WGS	200	4812728000	SAMEA1920097	3395273238	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX276705	Illumina HiSeq 2000	6813818	PAIRED	RANDOM	GENOMIC	Aulonocara_stuartgranti	ILLUMINA	2013-07-07T00:00:00Z	SAMEA1920097	ERP002088	missing	ERS208883	2013-06-20	2018-11-16	SC	Wellcome Sanger Institute	2013-06-20T17:01:55Z	2018-03-08T16:14:32Z	public	ERS208883	Aulonocara stuartgranti	Aulonocara_stuartgranti__Usisya___mother_-sc-2013-01-28T12:01:22Z-1530728	NA	0
PRJEB1254	ERR303365	WGS	200	4338990200	SAMEA1920098	3062804725	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX276706	Illumina HiSeq 2000	6813830	PAIRED	RANDOM	GENOMIC	Aulonocara_stuartgranti	ILLUMINA	2013-07-07T00:00:00Z	SAMEA1920098	ERP002088	missing	ERS208884	2013-06-20	2018-11-16	SC	Wellcome Sanger Institute	2013-06-20T17:01:55Z	2018-03-08T16:14:31Z	public	ERS208884	Aulonocara stuartgranti	Aulonocara_stuartgranti__Usisya___offspring_-sc-2013-01-28T12:01:23Z-1530729	NA	0
PRJEB1254	ERR303372	WGS	200	4356840200	SAMEA1920096	3093246758	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX276713	Illumina HiSeq 2000	6813806	PAIRED	RANDOM	GENOMIC	Aulonocara_stuartgranti	ILLUMINA	2013-07-07T00:00:00Z	SAMEA1920096	ERP002088	missing	ERS208882	2013-06-20	2018-11-16	SC	Wellcome Sanger Institute	2013-06-20T17:01:55Z	2018-03-08T16:14:25Z	public	ERS208882	Aulonocara stuartgranti	Aulonocara_stuartgranti__Usisya___father_-sc-2013-01-28T12:01:21Z-1530727	NA	0
PRJEB1254	ERR303373	WGS	200	4812762400	SAMEA1920097	3421658601	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX276714	Illumina HiSeq 2000	6813818	PAIRED	RANDOM	GENOMIC	Aulonocara_stuartgranti	ILLUMINA	2013-07-07T00:00:00Z	SAMEA1920097	ERP002088	missing	ERS208883	2013-06-20	2018-11-16	SC	Wellcome Sanger Institute	2013-06-20T17:01:55Z	2018-03-08T16:14:32Z	public	ERS208883	Aulonocara stuartgranti	Aulonocara_stuartgranti__Usisya___mother_-sc-2013-01-28T12:01:22Z-1530728	NA	0
PRJEB1254	ERR303381	WGS	200	4359951800	SAMEA1920096	3075161512	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX276722	Illumina HiSeq 2000	6813806	PAIRED	RANDOM	GENOMIC	Aulonocara_stuartgranti	ILLUMINA	2013-07-07T00:00:00Z	SAMEA1920096	ERP002088	missing	ERS208882	2013-06-20	2018-11-16	SC	Wellcome Sanger Institute	2013-06-20T17:01:55Z	2018-03-08T16:14:25Z	public	ERS208882	Aulonocara stuartgranti	Aulonocara_stuartgranti__Usisya___father_-sc-2013-01-28T12:01:21Z-1530727	NA	0
PRJEB1254	ERR303382	WGS	200	4816952000	SAMEA1920097	3402153623	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX276723	Illumina HiSeq 2000	6813818	PAIRED	RANDOM	GENOMIC	Aulonocara_stuartgranti	ILLUMINA	2013-07-07T00:00:00Z	SAMEA1920097	ERP002088	missing	ERS208883	2013-06-20	2018-11-16	SC	Wellcome Sanger Institute	2013-06-20T17:01:55Z	2018-03-08T16:14:32Z	public	ERS208883	Aulonocara stuartgranti	Aulonocara_stuartgranti__Usisya___mother_-sc-2013-01-28T12:01:22Z-1530728	NA	0
PRJEB1254	ERR303383	WGS	200	4341442800	SAMEA1920098	3068375018	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX276724	Illumina HiSeq 2000	6813830	PAIRED	RANDOM	GENOMIC	Aulonocara_stuartgranti	ILLUMINA	2013-07-07T00:00:00Z	SAMEA1920098	ERP002088	missing	ERS208884	2013-06-20	2018-11-16	SC	Wellcome Sanger Institute	2013-06-20T17:01:55Z	2018-03-08T16:14:31Z	public	ERS208884	Aulonocara stuartgranti	Aulonocara_stuartgranti__Usisya___offspring_-sc-2013-01-28T12:01:23Z-1530729	NA	0
PRJEB1254	ERR303390	WGS	200	4359987000	SAMEA1920096	3087099882	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX276731	Illumina HiSeq 2000	6813806	PAIRED	RANDOM	GENOMIC	Aulonocara_stuartgranti	ILLUMINA	2013-07-07T00:00:00Z	SAMEA1920096	ERP002088	missing	ERS208882	2013-06-20	2018-11-16	SC	Wellcome Sanger Institute	2013-06-20T17:01:55Z	2018-03-08T16:14:25Z	public	ERS208882	Aulonocara stuartgranti	Aulonocara_stuartgranti__Usisya___father_-sc-2013-01-28T12:01:21Z-1530727	NA	0
PRJEB1254	ERR303391	WGS	200	4819961200	SAMEA1920097	3417433008	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX276732	Illumina HiSeq 2000	6813818	PAIRED	RANDOM	GENOMIC	Aulonocara_stuartgranti	ILLUMINA	2013-07-07T00:00:00Z	SAMEA1920097	ERP002088	missing	ERS208883	2013-06-20	2018-11-16	SC	Wellcome Sanger Institute	2013-06-20T17:01:55Z	2018-03-08T16:14:32Z	public	ERS208883	Aulonocara stuartgranti	Aulonocara_stuartgranti__Usisya___mother_-sc-2013-01-28T12:01:22Z-1530728	NA	0
PRJEB1254	ERR303392	WGS	200	4345491800	SAMEA1920098	3082889835	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX276733	Illumina HiSeq 2000	6813830	PAIRED	RANDOM	GENOMIC	Aulonocara_stuartgranti	ILLUMINA	2013-07-07T00:00:00Z	SAMEA1920098	ERP002088	missing	ERS208884	2013-06-20	2018-11-16	SC	Wellcome Sanger Institute	2013-06-20T17:01:55Z	2018-03-08T16:14:31Z	public	ERS208884	Aulonocara stuartgranti	Aulonocara_stuartgranti__Usisya___offspring_-sc-2013-01-28T12:01:23Z-1530729	NA	0
PRJEB1254	ERR303399	WGS	200	4362994800	SAMEA1920096	3082211306	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX276740	Illumina HiSeq 2000	6813806	PAIRED	RANDOM	GENOMIC	Aulonocara_stuartgranti	ILLUMINA	2013-07-07T00:00:00Z	SAMEA1920096	ERP002088	missing	ERS208882	2013-06-20	2018-11-16	SC	Wellcome Sanger Institute	2013-06-20T17:01:55Z	2018-03-08T16:14:25Z	public	ERS208882	Aulonocara stuartgranti	Aulonocara_stuartgranti__Usisya___father_-sc-2013-01-28T12:01:21Z-1530727	NA	0
PRJEB1254	ERR303401	WGS	200	4337684600	SAMEA1920098	3070396974	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX276742	Illumina HiSeq 2000	6813830	PAIRED	RANDOM	GENOMIC	Aulonocara_stuartgranti	ILLUMINA	2013-07-07T00:00:00Z	SAMEA1920098	ERP002088	missing	ERS208884	2013-06-20	2018-11-16	SC	Wellcome Sanger Institute	2013-06-20T17:01:55Z	2018-03-08T16:14:31Z	public	ERS208884	Aulonocara stuartgranti	Aulonocara_stuartgranti__Usisya___offspring_-sc-2013-01-28T12:01:23Z-1530729	NA	0
PRJEB1254	ERR303408	WGS	200	4342860200	SAMEA1920096	3099921317	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX276749	Illumina HiSeq 2000	6813806	PAIRED	RANDOM	GENOMIC	Aulonocara_stuartgranti	ILLUMINA	2013-07-07T00:00:00Z	SAMEA1920096	ERP002088	missing	ERS208882	2013-06-20	2018-11-16	SC	Wellcome Sanger Institute	2013-06-20T17:01:55Z	2018-03-08T16:14:25Z	public	ERS208882	Aulonocara stuartgranti	Aulonocara_stuartgranti__Usisya___father_-sc-2013-01-28T12:01:21Z-1530727	NA	0
PRJEB1254	ERR303409	WGS	200	4796689200	SAMEA1920097	3429112377	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX276750	Illumina HiSeq 2000	6813818	PAIRED	RANDOM	GENOMIC	Aulonocara_stuartgranti	ILLUMINA	2013-07-07T00:00:00Z	SAMEA1920097	ERP002088	missing	ERS208883	2013-06-20	2018-11-16	SC	Wellcome Sanger Institute	2013-06-20T17:01:55Z	2018-03-08T16:14:32Z	public	ERS208883	Aulonocara stuartgranti	Aulonocara_stuartgranti__Usisya___mother_-sc-2013-01-28T12:01:22Z-1530728	NA	0
PRJEB1254	ERR303410	WGS	200	4326298600	SAMEA1920098	3094330058	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX276751	Illumina HiSeq 2000	6813830	PAIRED	RANDOM	GENOMIC	Aulonocara_stuartgranti	ILLUMINA	2013-07-07T00:00:00Z	SAMEA1920098	ERP002088	missing	ERS208884	2013-06-20	2018-11-16	SC	Wellcome Sanger Institute	2013-06-20T17:01:55Z	2018-03-08T16:14:31Z	public	ERS208884	Aulonocara stuartgranti	Aulonocara_stuartgranti__Usisya___offspring_-sc-2013-01-28T12:01:23Z-1530729	NA	0
PRJEB1254	ERR294659	WGS	200	5595426400	SAMEA1904837	3697866156	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX267992	Illumina HiSeq 2000	6868864	PAIRED	RANDOM	GENOMIC	Aulonocara_stuartgranti	ILLUMINA	2013-06-10T00:00:00Z	SAMEA1904837	ERP002088	missing	ERS222172	2013-06-03	2018-11-16	SC	Wellcome Sanger Institute	2013-06-03T17:00:38Z	2018-03-08T16:19:52Z	public	ERS222172	Aulonocara stuartgranti	Aulonocara_stuartgranti__offspring_mate_pair_-sc-2013-03-08T16:19:27Z-1581604	NA	0
PRJEB1254	ERR715528	WGS	250	14629722250	SAMEA2661294	5663042247	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX659450	Illumina HiSeq 2000	11649576	PAIRED	RANDOM	GENOMIC	Aulonocara_stuartgranti	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661294	ERP002088	missing	ERS510508	2015-01-08	2018-11-16	SC	Wellcome Sanger Institute	2015-01-08T09:40:48Z	2018-03-08T19:53:23Z	public	ERS510508	Aulonocara stuartgranti	A__stuartgranti_female_offspring_2-sc-2016625	ERC000011	0
PRJEB1254	ERR303374	WGS	200	4340317600	SAMEA1920098	3087654361	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX276715	Illumina HiSeq 2000	6813830	PAIRED	RANDOM	GENOMIC	Aulonocara_stuartgranti	ILLUMINA	2013-07-07T00:00:00Z	SAMEA1920098	ERP002088	missing	ERS208884	2013-06-20	2018-11-16	SC	Wellcome Sanger Institute	2013-06-20T17:01:55Z	2018-03-08T16:14:31Z	public	ERS208884	Aulonocara stuartgranti	Aulonocara_stuartgranti__Usisya___offspring_-sc-2013-01-28T12:01:23Z-1530729	NA	0
PRJEB1254	ERR303400	WGS	200	4813172600	SAMEA1920097	3405081582	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX276741	Illumina HiSeq 2000	6813818	PAIRED	RANDOM	GENOMIC	Aulonocara_stuartgranti	ILLUMINA	2013-07-07T00:00:00Z	SAMEA1920097	ERP002088	missing	ERS208883	2013-06-20	2018-11-16	SC	Wellcome Sanger Institute	2013-06-20T17:01:55Z	2018-03-08T16:14:32Z	public	ERS208883	Aulonocara stuartgranti	Aulonocara_stuartgranti__Usisya___mother_-sc-2013-01-28T12:01:22Z-1530728	NA	0
PRJEB1254	ERR271675	WGS	200	7897473400	SAMEA1877489	5393163443	SC	public	sra,bam	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX245902	Illumina HiSeq 2000	6526387	PAIRED	RANDOM	GENOMIC	Aulonocara_stuartgranti	ILLUMINA	2013-05-15T00:00:00Z	SAMEA1877489	ERP002088	missing	ERS198963	2013-05-07	2018-11-16	SC	Wellcome Sanger Institute	2013-04-29T17:02:48Z	2018-03-08T16:10:47Z	public	ERS198963	Aulonocara stuartgranti	Aulonocara_stuartgranti__maisoni_-sc-2012-12-14T14:26:39Z-1512704	NA	0
