gene	FR	FS	PR	PS	Tsil	Trepl	npop	nout	mk_pval	alpha	mk_pval_fdr	dos	total_poly	total_div	SnIPRE.lbound	SnIPRE.ubound	SnIPRE.class	SnIPRE.est	SnIPRE.Rlbound	SnIPRE.Rubound	SnIPRE.tau	SnIPRE.theta	SnIPRE.Rclass	SnIPRE.Rest	SnIPRE.gamma	SnIPRE.f	SnIPRE.f.lb	SnIPRE.f.ub	SnIPRE.f.class
AARS2	3	9	4	3	852.39	1704.78	5	1	0.326089545129793	-3	1	-0.321428571428571	7	12	-0.272255755246034	0.123227004181732	neut	-0.0745143755321511	-1.89840256099159	-0.245320768571775	1.5347946585808	0.00237200684248919	neg	-1.07186166478168	-0.151296355349524	0.342370430197206	0.149807245414275	0.782453669702517	neg
AASDH	6	2	2	4	1114.74	2229.48	5	1	0.277389277389277	0.833333333333333	1	0.416666666666667	6	8	-0.331851644557529	0.0638571677374534	neut	-0.133997238410038	-1.52488476944372	0.125608290234153	2.07290165811687	0.00129154123138503	neut	-0.699638239604785	-0.252134808158851	0.496757740476657	0.217645787962785	1.1338207667131	neut
AASDHPPT	3	1	4	2	438.57	877.14	5	1	1	0.333333333333333	1	0.0833333333333334	6	4	-0.336849117665692	0.0751742665314887	neut	-0.130837425567102	-1.24738317693074	0.603299983570602	1.60400002954938	0.00184598566561071	neut	-0.32204159668007	-0.260221499884339	0.724689176092833	0.287252469144817	1.82813326691383	neut
AASS	1	3	0	3	881.43	1762.86	5	1	1	1	1	0.25	3	4	-0.391011063248382	0.0298974641983945	neut	-0.180556799524994	-3.02191592109511	-0.701453118540827	1.86898231921769	0.00135337080042234	neg	-1.86168451981797	-0.344193837052955	0.155410430331424	0.0487153435155315	0.495857134485328	neg
AATF	1	4	1	2	528.66	1057.32	5	1	1	-1	1	-0.133333333333333	3	5	-0.337302751842992	0.0854980758827063	neut	-0.125902337980143	-2.60234353536019	-0.352976681106555	1.65816937141967	0.00185763722591109	neg	-1.47766010823337	-0.248783746001799	0.22816993680267	0.0740993899234466	0.702593349918648	neg
AATK	5	10	2	6	1378.41	2756.82	5	1	1	0.333333333333333	1	0.0833333333333333	8	15	-0.26559974669217	0.120209278350113	neut	-0.0726952341710284	-2.14501698450446	-0.576113338678216	1.7397032632335	0.00203135529995341	neg	-1.36056516159134	-0.143603725945365	0.256510778112983	0.117065236232532	0.562068049475717	neg
ABAT	0	3	0	1	495.99	991.98	5	1	1	NA	1	0	1	3	-0.390325585594947	0.0450513278581707	neut	-0.172637128868388	-3.30131267087122	-0.653576538284744	1.87495833069229	0.00138608724680537	neg	-1.97744460457798	-0.329332961150135	0.138418620090282	0.0368345909561554	0.520170789134448	neg
ABCA1	3	1	1	7	2197.8	4395.6	5	1	0.0666666666666667	0.952380952380952	1	0.625	8	4	-0.457472304884379	-0.0590391403015979	neg	-0.258255722592988	-2.42798205929993	-0.611190494253901	1.97444877500005	0.000979908716466521	neg	-1.51958627677691	-0.48031384466828	0.257842760445501	0.103956639568363	0.639550329224414	neg
ABCA12	9	13	16	8	3709.2	7418.4	5	1	0.137838721809567	-1.88888888888889	1	-0.257575757575758	24	22	-0.415839509881497	-0.0757234735350864	neg	-0.245781491708291	-1.09932018661553	-0.0241507489711335	1.62215589482645	0.00130503402266079	neg	-0.561735467793332	-0.478231119206589	0.671470233099896	0.392245827494089	1.14945625163296	neut
ABCA13	26	18	24	20	3450.81	6901.62	5	1	0.829780165891734	0.169230769230769	1	0.0454545454545455	44	44	-0.269068857282496	0.0279585173161912	neut	-0.120555169983152	-0.81625262358887	0.0215116015007081	1.33269134474666	0.00240777382887775	neut	-0.397370511044081	-0.250782350275627	0.672084724882699	0.442084189665124	1.0217254464775	neut
ABCA2	0	17	2	30	2442.99	4885.98	5	1	0.537414965986395	-Inf	1	-0.0625	32	17	-0.3974135238221	-0.025254287922392	neg	-0.211333905872246	-3.89568672746796	-2.13943092986801	0.56472908408241	0.00457643795633113	neg	-3.01755882866799	-0.539193795501034	0.0588934953425082	0.0245003828201766	0.141719675271942	neg
ABCA3	6	10	3	9	1692.9	3385.8	5	1	0.68695652173913	0.444444444444444	1	0.125	12	16	-0.284491629132107	0.0921064312392406	neut	-0.0961925989464334	-2.04768103270958	-0.61011467466629	1.59046432155501	0.00213139358083052	neg	-1.32889785368793	-0.192933793998936	0.264762508024293	0.129031155586367	0.543273488635008	neg
ABCA4	9	11	1	7	2310	4620	5	1	0.193675889328063	0.825396825396825	1	0.325	8	20	-0.254838567948773	0.11620331657481	neut	-0.0693176256869813	-1.92234068014111	-0.52691200911336	2.29585754593875	0.00136697109253026	neg	-1.22462634462723	-0.129485793943125	0.293865824073078	0.146263264525563	0.590422449052976	neg
ABCA5	5	8	1	12	1582.68	3165.36	5	1	0.160248447204969	0.866666666666667	1	0.307692307692308	13	13	-0.304179729942857	0.0796298698473133	neut	-0.112274930047772	-2.48485944432089	-0.908927457267082	1.37152811732857	0.00247554038695801	neg	-1.69689345079399	-0.23229991331874	0.183254988506627	0.0833095503271493	0.402956045874712	neg
ABCB11	9	4	4	4	1383.36	2766.72	5	1	0.645820433436533	0.555555555555556	1	0.192307692307692	8	13	-0.301019835211714	0.0788307350787404	neut	-0.111094550066487	-1.15724099558646	0.284201347800053	2.16765273285202	0.00128498951203253	neut	-0.436519823893201	-0.208107710419479	0.646281345632855	0.314351998218191	1.32869992544393	neut
ABCB6	0	7	1	1	832.59	1665.18	5	1	0.222222222222222	-Inf	1	-0.5	2	7	-0.353009559753976	0.0662920346349504	neut	-0.143358762559513	-3.06852278061556	-0.770065476290915	1.84767997393167	0.00154374231636557	neg	-1.91929412845324	-0.275796277386359	0.146709619203164	0.0465177817469703	0.462980075166062	neg
ABCB7	0	4	0	1	737.55	1475.1	5	1	1	NA	1	0	1	4	-0.39718937409432	0.0318856631229842	neut	-0.182651855485668	-3.35372064218896	-0.801795300807583	1.99863931500457	0.00123236440520246	neg	-2.07775797149827	-0.343184820076221	0.125208646989494	0.0349533023640365	0.448521578154634	neg
ABCB8	5	1	0	1	663.3	1326.6	5	1	0.285714285714286	1	1	0.833333333333333	1	6	-0.316472166114173	0.0970314120455559	neut	-0.109720377034308	-1.5784038258343	0.378635535062899	2.52089679920465	0.00103002702759602	neut	-0.599884145385703	-0.199753650308887	0.548859286492805	0.206304043971562	1.4603205595012	neut
ABCB9	2	2	2	4	486.09	972.18	5	1	1	0.5	1	0.166666666666667	6	4	-0.333503409467096	0.0831230773598502	neut	-0.125190166053623	-2.07475223178759	-0.0606880928124713	1.39412473971285	0.00229621488497277	neg	-1.06772016230003	-0.257421400456624	0.343791299403077	0.125585501218401	0.941109701134014	neg
ABCC10	4	5	8	3	1506.78	3013.56	5	1	0.361848059061681	-2.33333333333333	1	-0.282828282828283	11	9	-0.395949546267034	-0.0128380016953127	neg	-0.204393773981173	-1.26717333609046	0.191614867021984	1.72071899233497	0.00136085338886586	neut	-0.537779234534235	-0.39508147350134	0.667595245945569	0.32191507841611	1.38447490267408	neut
ABCC2	3	4	0	3	1502.82	3005.64	5	1	0.475	1	1	0.428571428571429	3	7	-0.375597718930383	0.0301696408367408	neut	-0.172714039046821	-2.49473516686934	-0.530360435915225	2.30849757458335	0.00100587986828975	neg	-1.51254780139228	-0.315837753524715	0.220347385147451	0.0824985546235401	0.58838963036936	neg
ABCC3	1	5	2	4	1530.54	3061.08	5	1	1	-1.5	1	-0.166666666666667	6	6	-0.411543080378495	-0.00695309851134834	neg	-0.209248089444922	-2.62267906077387	-0.680386744517871	1.82919387451556	0.00127341650385313	neg	-1.65153290264587	-0.398767927872038	0.219474352850737	0.0830782786195562	0.579621433860595	neg
ABCC4	0	4	0	3	1275.12	2550.24	5	1	1	NA	1	0	3	4	-0.433729185683391	-0.0139480659452362	neg	-0.223838625814313	-3.48409671156851	-1.06282888648273	1.95782211670056	0.00112845944646325	neg	-2.27346279902562	-0.419398401276971	0.118704815325202	0.0353747628289701	0.398301435902953	neg
ABCC5	0	4	0	5	1498.86	2997.72	5	1	1	NA	1	0	5	4	-0.446028477028106	-0.0305581992336995	neg	-0.238293338130903	-3.58485725076687	-1.22109815878186	1.77240299181768	0.00124680648518407	neg	-2.40297770477437	-0.455076840939296	0.105625269350309	0.0323947969384125	0.344389857066915	neg
ABCC8	0	1	1	3	1522.62	3045.24	5	1	1	-Inf	1	-0.25	4	1	-0.49212240794306	-0.0742031952007738	neg	-0.283162801571917	-3.01763838433651	-0.732512159807608	2.07534155475004	0.000858011648294688	neg	-1.87507527207206	-0.519111122112183	0.183265519757687	0.0584603895794908	0.574483776160554	neg
ABCC9	0	2	0	2	1604.79	3209.58	5	1	1	NA	1	0	2	2	-0.485400509100766	-0.0642638649411561	neg	-0.274832187020961	-3.37722237855565	-0.933054757488452	2.33424168415664	0.000744483386663816	neg	-2.15513856802205	-0.492676294129166	0.137174230056512	0.0403851074880214	0.465614635953143	neg
ABCD2	1	1	0	2	583.11	1166.22	5	1	1	1	1	0.5	2	2	-0.399026104988249	0.0307959847200781	neut	-0.184115060134085	-2.83856357868	-0.384188544877654	1.93976249467366	0.00126051805390405	neg	-1.61137606177883	-0.348006658413543	0.199632503271365	0.0585092465576339	0.681002784691208	neg
ABCD3	0	2	0	5	639.54	1279.08	5	1	1	NA	1	0	5	2	-0.407518951271721	0.0205230869401021	neut	-0.193497932165809	-3.51676109348807	-0.986657234968988	1.37981669734451	0.00196607583807391	neg	-2.25170916422853	-0.394202487493383	0.105219163961979	0.0296952053535672	0.372823049002637	neg
ABCD4	1	4	1	2	505.89	1011.78	5	1	1	-1	1	-0.133333333333333	3	5	-0.334126210627589	0.0891600482993566	neut	-0.122483081164116	-2.59615385470005	-0.340008550451122	1.63886135339237	0.00190571749976783	neg	-1.46808120257559	-0.242812456465634	0.230365862826631	0.0745595168053423	0.711746240145945	neg
ABCE1	0	2	0	2	594	1188	5	1	1	NA	1	0	2	2	-0.414292316105949	0.0188637568344716	neut	-0.197714279635739	-3.33862069034214	-0.72561551207079	1.81662887034039	0.00134561431756038	neg	-2.03211810120647	-0.378086138088865	0.131054657427371	0.0354853535199065	0.484021261636453	neg
ABCF1	3	2	0	2	500.61	1001.22	5	1	0.428571428571428	1	1	0.6	2	5	-0.317418958940655	0.103840880221052	neut	-0.106789039359802	-2.15065423015291	0.00667054567879188	1.9687193327225	0.00152818450264085	neut	-1.07199184223706	-0.204127180440689	0.342325864152461	0.116407235939106	1.00667619877241	neut
ABCF3	0	8	2	2	588.06	1176.12	5	1	0.090909090909091	-Inf	1	-0.5	4	8	-0.306118223007541	0.111000258042648	neut	-0.0975589824824465	-2.80600605166366	-0.642033962199627	1.42765846802192	0.00247817487685809	neg	-1.72402000693164	-0.20051160768499	0.178357649755183	0.060445275646253	0.526208774286403	neg
ABCG2	1	1	1	2	660.33	1320.66	5	1	1	0.5	1	0.166666666666667	3	2	-0.404054400625274	0.0202680291127631	neut	-0.191893185756256	-2.49732407719893	-0.220623860726225	1.89679677992022	0.00126215495499566	neg	-1.35897396896258	-0.363936416610936	0.256919198596113	0.0822875080428092	0.802018032052589	neg
ABCG4	0	4	0	1	561	1122	5	1	1	NA	1	0	1	4	-0.379328224666022	0.0530669957247467	neut	-0.163130614470638	-3.34156345297614	-0.74067193543545	1.87174129174819	0.00143261464510994	neg	-2.04111769420579	-0.311843640769591	0.129880686297091	0.0353810400211228	0.476789137064227	neg
ABCG5	1	5	0	2	623.7	1247.4	5	1	1	1	1	0.166666666666667	2	6	-0.334778543358858	0.0886741187282326	neut	-0.123052212315313	-3.00542027531943	-0.650611034249998	1.77831248818736	0.00172177108322425	neg	-1.82801565478471	-0.239585291748315	0.160732107415864	0.0495200041583702	0.52171541343653	neg
ABCG8	2	1	4	1	675.18	1350.36	5	1	1	-1	1	-0.133333333333333	5	3	-0.392869847833375	0.0191909161525205	neut	-0.186839465840427	-1.45965647235856	0.42607803479159	1.88175379869895	0.00126451633209546	neut	-0.516789218783483	-0.355263954357305	0.596430258929343	0.232314643030912	1.53124045149306	neut
ABHD10	0	2	1	0	216.81	433.62	5	1	0.333333333333333	-Inf	1	-1	1	2	-0.367052046615268	0.0760438263110992	neut	-0.145504110152084	-2.65643856637895	0.0264488581408275	1.77160871697067	0.00159455892374454	neut	-1.31499485411906	-0.282352900199084	0.268468677723293	0.0701964157907848	1.02678166603984	neut
ABHD12	1	2	0	2	421.08	842.16	5	1	1	1	1	0.333333333333333	2	3	-0.360797852121194	0.0713802393780286	neut	-0.144708806371583	-2.84587054790404	-0.356259465729967	1.75081852392292	0.00163610811378621	neg	-1.601065006817	-0.281571150562785	0.201662849520276	0.0580833233567002	0.700290668441098	neg
ABHD12B	0	1	3	2	334.62	669.24	5	1	1	-Inf	1	-0.6	5	1	-0.382897892902446	0.0455389254377085	neut	-0.168679483732369	-2.09315052088289	0.159900364175993	1.38915252833129	0.00202285881839559	neut	-0.966625078353446	-0.344508411124623	0.380364851527489	0.123296402034246	1.17338698581799	neut
ABHD14A	2	2	0	3	257.4	514.8	5	1	0.428571428571429	1	1	0.5	3	4	-0.29594497127388	0.135543613030779	neut	-0.0802006791215503	-2.44410020225632	-0.0614172130820489	1.46499859063308	0.00248051222455775	neg	-1.25275870766918	-0.164388795605144	0.285712003258004	0.086816088203751	0.940423845169914	neg
ABHD15	1	1	3	2	231	462	5	1	1	-0.5	1	-0.1	5	2	-0.334811174785891	0.0931861197195235	neut	-0.120812527533184	-1.69760068438525	0.487732566551813	1.33896112328576	0.00241337914110216	neut	-0.604934058916721	-0.251015218255467	0.546094921392144	0.18312554576407	1.62861865975576	neut
ABHD17A	0	5	0	0	301.95	603.9	5	1	1	NA	1	NA	0	5	-0.331622285763561	0.108290335485437	neut	-0.111665975139062	-3.28201696473687	-0.562486041887221	1.76531640556141	0.00180667432223916	neg	-1.92225150331204	-0.218231061235663	0.14627631072752	0.0375523241649958	0.569783236680019	neg
ABHD17C	0	2	0	3	307.89	615.78	5	1	1	NA	1	0	3	2	-0.371592631822066	0.0678496099636482	neut	-0.151871510929209	-3.37559396769679	-0.665430326042523	1.39400821866795	0.00218418680797636	neg	-2.02051214686966	-0.310801220406608	0.132584305630559	0.0341968200905287	0.514042124023429	neg
ABHD18	1	4	0	2	460.35	920.7	5	1	1	1	1	0.2	2	5	-0.33042915013192	0.0979036312369151	neut	-0.116262759447502	-2.93769542873705	-0.510718484402297	1.68416466268305	0.00188566763514305	neg	-1.72420695656967	-0.22936646465802	0.178324378976007	0.0529876597906357	0.600062393803119	neg
ABHD6	0	2	0	3	348.15	696.3	5	1	1	NA	1	0	3	2	-0.378069404000639	0.0599375180066334	neut	-0.159065942997003	-3.38015213397938	-0.693316552250804	1.43556230902814	0.00206183942622283	neg	-2.03673434311509	-0.322900639373083	0.130451162052927	0.0340413195426025	0.499907567914224	neg
ABHD8	0	4	0	1	426.69	853.38	5	1	1	NA	1	0	1	4	-0.362993725961836	0.072706274803238	neut	-0.145143725579299	-3.32905522470001	-0.677420322495753	1.75809585559215	0.00164711059656795	neg	-2.00323777359788	-0.282140366405379	0.134894185649779	0.0358265344144154	0.507916492813406	neg
ABI2	1	1	0	2	375.54	751.08	5	1	1	1	1	0.5	2	2	-0.373007460614253	0.0619164464848333	neut	-0.15554550706471	-2.79051506124646	-0.254880990693833	1.76747157382022	0.00155941014465619	neg	-1.52269802597015	-0.301439991026293	0.218122224661436	0.0613887927148049	0.775019741318176	neg
ABI3	4	4	3	2	373.56	747.12	5	1	1	-0.5	1	-0.1	5	8	-0.251849199590448	0.157745102832327	neut	-0.0470520483790606	-1.3743224865065	0.44537542596655	1.54790748335132	0.00249457016033973	neut	-0.464473530269977	-0.0958784608460804	0.628465308113928	0.253006569980837	1.56107594285903	neut
ABI3BP	2	6	1	0	1579.05	3158.1	5	1	0.333333333333333	-Inf	1	-0.75	1	8	-0.378969952530867	0.027776339294814	neut	-0.175596806618027	-2.41862110501005	-0.437339940729057	2.60436472013996	0.000827299876235764	neg	-1.42798052286956	-0.313758606544911	0.239790354696973	0.0890495371097625	0.645751532227431	neg
ABITRAM	1	0	2	0	136.62	273.24	5	1	1	NA	1	0	2	1	-0.348239211156425	0.0920498484645579	neut	-0.128094681345933	-1.60129560923481	0.882916890527609	1.7823946205713	0.00161666981600688	neut	-0.359189359353602	-0.249042845178833	0.698241893555966	0.201615755629592	2.41793609398699	neut
ABL1	2	5	1	2	1171.83	2343.66	5	1	1	-0.25	1	-0.0476190476190476	3	7	-0.363392444224663	0.0455200645876765	neut	-0.158936189818493	-2.45935134850928	-0.461789370495432	2.10821849734045	0.00120032364525373	neg	-1.46057035950235	-0.296655926128555	0.232102451788548	0.0855084362050368	0.63015451055962	neg
ABL2	0	2	0	1	1123.65	2247.3	5	1	1	NA	1	0	1	2	-0.460777880672993	-0.0338959108166821	neg	-0.247336895744838	-3.30550994563325	-0.781904553806517	2.31829937121754	0.000814191823984007	neg	-2.04370724971988	-0.446008197783069	0.150793807001818	0.0427056452738106	0.532559053127764	neg
ABLIM1	2	3	1	0	763.62	1527.24	5	1	1	-Inf	1	-0.6	1	5	-0.363864446095238	0.0545833656970288	neut	-0.154640540199105	-2.15305545951479	-0.028388442360763	2.32307551161238	0.00103990259699417	neg	-1.09072195093778	-0.283396422464153	0.335973729539038	0.116128078941018	0.971999565223804	neg
ABR	0	6	0	1	855.36	1710.72	5	1	1	NA	1	0	1	6	-0.374248977164095	0.0501464754611511	neut	-0.162051250851472	-3.42452410627497	-0.941253744305446	1.98575086982224	0.00132777516725738	neg	-2.18288892529021	-0.30600331720247	0.112715033640876	0.0325640650749638	0.39013840463398	neg
ABRA	2	4	1	5	403.92	807.84	5	1	1	0.6	1	0.166666666666667	6	6	-0.282272042066135	0.135916711245148	neut	-0.0731776654104933	-2.45579588950235	-0.364762385428402	1.19385915078333	0.00326143064924696	neg	-1.41027913746538	-0.1576853695634	0.244072194300165	0.0858113235637078	0.694361395105137	neg
ABRAXAS1	2	0	0	1	292.05	584.1	5	1	0.333333333333333	1	1	1	1	2	-0.354648027403071	0.0808163031345396	neut	-0.136915862134266	-2.19317829059615	0.268798406431491	2.04211668143098	0.00132071670768819	neut	-0.962189942082331	-0.258269884606299	0.38203813883822	0.111561290480887	1.30839076917383	neut
ABRAXAS2	1	1	1	0	387.09	774.18	5	1	1	-Inf	1	-0.5	1	2	-0.381758242377603	0.0511368329896111	neut	-0.165310704693996	-2.2466157237167	0.171382408455073	2.09298256926617	0.00117509103969433	neut	-1.03761665763081	-0.308644773038285	0.354323257966845	0.105756448953979	1.18693945040516	neut
ABTB1	0	1	0	2	457.38	914.76	5	1	1	NA	1	0	2	1	-0.41793148127936	0.0198535014681479	neut	-0.199038989905606	-3.29268810855912	-0.60649520964059	1.76723108956515	0.00138845557865801	neg	-1.94959165909985	-0.382826371291753	0.142330254520319	0.0371536888588992	0.545243157501726	neg
ABTB2	0	2	2	3	667.26	1334.52	5	1	1	-Inf	1	-0.4	5	2	-0.409429771574403	0.0128098250459205	neut	-0.198309973264241	-2.64103989769397	-0.403040633837401	1.53611522602395	0.00165729745073911	neg	-1.52204026576569	-0.393676853717391	0.218265737918297	0.0712861784696385	0.668284697788048	neg
ACAA2	0	1	1	2	394.02	788.04	5	1	1	-Inf	1	-0.333333333333333	3	1	-0.401154216028764	0.0337058753733338	neut	-0.183724170327715	-2.83043797534339	-0.297098239715263	1.61707377944953	0.00161988001526593	neg	-1.56376810752932	-0.361350417533171	0.209345623406257	0.0589865534432029	0.742976615101013	neg
ACACA	0	11	2	8	2331.45	4662.9	5	1	0.214285714285714	-Inf	1	-0.2	10	11	-0.406321960051348	-0.0131219601938647	neg	-0.209721960122606	-3.25449975136858	-1.3458886325087	1.56011312812056	0.00160884631826485	neg	-2.30019419193864	-0.414078027981208	0.115355136204561	0.0444239687118906	0.29956254754488	neg
ACACB	4	16	3	14	2181.3	4362.6	5	1	1	0.142857142857143	1	0.0235294117647059	17	20	-0.291064185163892	0.079134197262269	neut	-0.105964993950812	-2.63328515704819	-1.18684469815844	1.30783742561285	0.00269855023427431	neg	-1.91006492760331	-0.221993347401203	0.148070098052574	0.0718413089947406	0.305182090975004	neg
ACAD10	0	3	0	1	644.49	1288.98	5	1	1	NA	1	0	1	3	-0.406035566421305	0.0261601096166173	neut	-0.189937728402344	-3.31374219522454	-0.714561325225716	1.98718033033129	0.00121318647363519	neg	-2.01415176022513	-0.356838490937819	0.13343015884251	0.0363795094002585	0.489400667674236	neg
ACAD11	1	3	0	6	740.85	1481.7	5	1	0.4	1	1	0.25	6	4	-0.370751814067854	0.0485337821051159	neut	-0.161109015981369	-3.18252611830756	-0.894749325029579	1.36678175142117	0.00217573015900859	neg	-2.03863772166857	-0.330740832981609	0.130203137671112	0.0414991399492186	0.408709886157697	neg
ACAD8	0	1	2	1	387.09	774.18	5	1	1	-Inf	1	-0.666666666666667	3	1	-0.400430462977129	0.0316342348618658	neut	-0.184398114057632	-2.36326808524313	0.0340958958959769	1.70297752213112	0.00149125227589469	neut	-1.16458609467358	-0.358464374066121	0.312051455138234	0.0940823213649822	1.03466239493422	neut
ACAD9	0	3	1	2	507.87	1015.74	5	1	1	-Inf	1	-0.333333333333333	3	3	-0.379978225713536	0.0491632214412064	neut	-0.165407502136165	-2.93782112091831	-0.498213632806808	1.61281696189778	0.00172599776211096	neg	-1.71801737686256	-0.326550701031467	0.179429409603186	0.052981000213116	0.607613763322297	neg
ACADL	0	3	0	0	408.87	817.74	5	1	1	NA	1	NA	0	3	-0.386160076653795	0.0531365909113191	neut	-0.166511742871238	-3.22520340797125	-0.513937851298128	2.00727101333652	0.00127714495282175	neg	-1.86957062963469	-0.313480416139198	0.154189623989474	0.0397292565975391	0.598133500240068	neg
ACADM	2	0	0	0	154.44	308.88	5	1	1	NA	1	NA	0	2	-0.336170563091079	0.107279718795499	neut	-0.11444542214779	-1.98281971841976	0.634892792220349	2.13267539766731	0.00131418097216531	neut	-0.673963463099706	-0.214914538035207	0.509675058354138	0.13767641672861	1.88680523085657	neut
ACADS	1	7	0	3	409.86	819.72	5	1	1	1	1	0.125	3	8	-0.267491131654376	0.156789899368825	neut	-0.0553506161427753	-3.10653903826438	-0.747617630562443	1.36755019767882	0.00297765506683871	neg	-1.92707833441341	-0.115860354496099	0.145571827356357	0.0447577345514456	0.473489371653717	neg
ACADSB	0	2	0	1	410.85	821.7	5	1	1	NA	1	0	1	2	-0.399326231517397	0.039822795991372	neut	-0.179751717763013	-3.2567754974726	-0.548194552944525	1.86483953828075	0.00136381142132626	neg	-1.90248502520856	-0.342869952971831	0.149196849805955	0.0385123228981631	0.577987213825362	neg
ACAN	15	6	9	2	2109.69	4219.38	5	1	0.680786343800804	-0.8	1	-0.103896103896104	11	21	-0.307552367470986	0.0486260840239424	neut	-0.129463141723522	-0.57100879807506	0.68070691078835	2.58512730390602	0.000916803600162481	neut	0.0548490563566451	-0.233715159857342	1.05635598100433	0.564945838358575	1.97524649763658	neut
ACAP2	0	3	0	3	818.73	1637.46	5	1	1	NA	1	0	3	3	-0.414763045487585	0.0116607027298307	neut	-0.201551171378877	-3.44224695222714	-0.931013162021483	1.75236245827098	0.00140456404261334	neg	-2.18663005712431	-0.388229832374659	0.112294169037176	0.0319921076176277	0.394160937288217	neg
ACAP3	0	5	0	7	852.39	1704.78	5	1	1	NA	1	0	7	5	-0.379518820297179	0.0388723828024951	neut	-0.170323218747342	-3.69935046811599	-1.30797279686259	1.22131749696006	0.00245823551027147	neg	-2.50366163248929	-0.358750623192189	0.0817736143392236	0.0247405113053456	0.270360256671823	neg
ACAT1	1	3	0	0	426.69	853.38	5	1	1	NA	1	NA	0	4	-0.354365046942783	0.079120895396437	neut	-0.137622075773173	-2.74355244604648	-0.228374439875557	2.09857210420078	0.00128905385108636	neg	-1.48596344296102	-0.258134816422713	0.2262833583283	0.0643400882790339	0.795822344769008	neg
